track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6Ivl5PqoyzzSq8p0l0Gtds,0.712,0.262,1,-17.83,0,0.2,0.295,0,0.164,0.321,133.903,4
1jNapyyVxPB4X6gewQjEM8,0.712,0.636,1,-7.188,1,0.0566,0.303,0,0.112,0.126,134.927,5
6dRJV7zQ6S8BDdzMdV0MPW,0.837,0.697,0,-5.955,1,0.299,0.0108,0,0.377,0.631,97.927,4
74cVJfmK18rhWnscIpGXjt,0.837,0.549,0,-5.722,1,0.167,0.17,0,0.057,0.209,121.954,4
4ngnFeJ58ivjFl0gFD1Osh,0.837,0.762,2,-4.073,1,0.0508,0.000644,0,0.113,0.334,142.01,4
39pS70eeDvyCAF3t8NAlVV,0.837,0.776,4,-0.804,0,0.24,0.274,0,0.113,0.37,130.023,4
1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14E-06,0.188,0.618,91.98,4
6ug9fUi5oLLgQgOF1G8WkM,0.837,0.677,5,-7.019,0,0.404,0.00328,0,0.108,0.218,108.203,5
2NPxL1QqPrD1a7OLHjVcAP,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,4
747tpec1a0Hfqvj2za1pBs,0.837,0.765,7,-5.007,0,0.0631,0.0852,7.08E-05,0.1,0.912,133.57,4
3wQ8RcbLwNRH53FelAVCkX,0.837,0.568,8,-6.899,1,0.0574,0.0514,0.0203,0.0781,0.429,96.899,4
6G7d2cbkZSaAOE0H6K1ohb,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,4
6sQH5GFuqhvemSdP2oOfRi,0.837,0.42,8,-5.158,1,0.0629,0.177,0,0.356,0.143,123.157,4
2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4
1HF6P40Z7nfExGaB1Gk99v,0.837,0.601,8,-5.628,1,0.198,0.21,0,0.0928,0.749,142.977,4
0556ZLw2XaozAPkNDP4EO3,0.837,0.632,9,-8.471,1,0.0578,0.014,6.87E-06,0.335,0.825,111.978,3
6UZS3KgNc0NF13bbtQTzD6,0.837,0.736,10,-8.367,0,0.378,0.225,0,0.0549,0.905,104.907,4
5LHHKZOwV8XW4LJP2C64mw,0.837,0.586,11,-8.521,0,0.0807,0.281,0,0.134,0.618,117.066,4
5CWyE2OcZI1HVnHBh4RrKF,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,4
6H75Ki32BRrJFQeDNR05s1,0.837,0.662,1,-5.104,1,0.0486,0.0936,0.00057,0.113,0.679,100.054,4
2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
5m0yZ33oOy0yYBtdTXuxQe,0.962,0.619,10,-5.562,0,0.405,0.0354,0,0.083,0.154,127.956,4
5NhqD8ODDHOOOXrqlctPUL,0.962,0.632,11,-4.7,0,0.176,0.116,0,0.108,0.892,119.917,4
4oy98QoABnGKpvapDkI525,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35E-05,0.132,0.211,155.476,4
6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,2.23E-05,0.105,0.39,0.525,103.299,4
4M7DbskLseolYL7rooP1SN,0.353,0.575,4,-6.784,0,0.106,0.0857,0,0.319,0.315,159.35,3
3GfFnxBuDNay7D1srwrqZU,0.353,0.532,6,-5.318,1,0.0306,0.153,0,0.124,0.282,149.71,4
7MSWxMumjz6lHj7oRApNbg,0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,4
2N6bB5ck67CNILInUX1Ctw,0.353,0.753,1,-6.277,0,0.74,0.0833,0,0.383,0.432,191.142,4
2yySWxfeRN2QRZnFMnYMQl,0.478,0.873,4,-3.637,1,0.122,0.0486,0,0.374,0.739,104.365,4
0hvN2v6fAcB6xWyW7UaooA,0.478,0.341,5,-12.556,1,0.0511,0.897,0,0.258,0.474,143.736,4
5wizvr1JlRR3XWmKkOmEtV,0.478,0.617,5,-6.162,1,0.0343,0.244,0,0.131,0.598,156.058,4
046MBhhgQJJghnbgZCkaAR,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58E-05,0.118,0.564,144.705,4
5JWuz7zukN8z9JLNm29U5K,0.478,0.625,7,-5.975,1,0.0341,0.0515,0,0.116,0.343,160.196,4
7kF1iPJTj3VFJX9XokQ80F,0.478,0.974,7,-3.866,1,0.102,0.000266,0.096,0.0738,0.275,141.082,4
0lJNSfWnwJMIh94Dv9jQUt,0.478,0.906,10,-5.278,1,0.0819,0.0908,0,0.145,0.552,169.986,4
2LTJYsWOqsjntJpRy2HpY6,0.478,0.537,11,-8.378,0,0.111,0.248,0,0.271,0.384,82.902,4
1fXiYSWmkKJfRKMegCkI11,0.478,0.758,1,-5.4,1,0.0331,0.00974,0.00717,0.312,0.452,131.109,4
4WhyHQ2BXi2VU1iaFbF6jv,0.581,0.654,0,-7.9,0,0.0316,0.0145,0,0.114,0.131,111.999,4
71EVFQO2umcIfdxE8DquYy,0.581,0.8,0,-7.397,0,0.0344,0.117,3.32E-05,0.045,0.415,96.1,4
3o2ESAMet1zR1aASlzrIxO,0.581,0.888,0,-3.198,1,0.0587,0.0018,0,0.413,0.629,120.041,4
68Iw932AjRCDEPLIzpmOtF,0.581,0.49,2,-10.657,1,0.0356,0.367,7.60E-06,0.101,0.454,82.887,4
7B6m8tHAYZsOKOKMU5SR2n,0.581,0.856,3,-4,1,0.0783,0.183,0,0.0871,0.918,169.902,4
79qxwHypONUt3AFq0WPpT9,0.581,0.197,3,-7.697,1,0.0329,0.88,0,0.107,0.349,130.367,4
60g4sp8i3gXSb1EkphMl1g,0.581,0.607,4,-8.458,1,0.028,0.189,1.60E-06,0.0882,0.213,102.03,4
1GxvjSEB6lQOLz2KITn32r,0.581,0.713,4,-6.637,0,0.195,0.00981,0,0.216,0.561,166.089,4
05NpeTQWnzXS1d8ZqL4YFZ,0.581,0.983,5,-3.291,0,0.0636,0.00043,0.00654,0.0806,0.417,110.038,4
5n4FTCMefvyKUjeWumdaWv,0.581,0.877,8,-4.938,1,0.114,0.0151,0,0.826,0.353,77.006,4
39ur3Z0ZL4ysqFrcgwMdRe,0.581,0.824,9,-3.621,1,0.0303,0.0111,0,0.184,0.61,146.019,4
7f4bsFFcKOU7ysIPjj0yCj,0.581,0.459,9,-8.855,1,0.0781,0.436,0,0.171,0.531,180.221,4
1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,4
1MDogqDrStFSO9cdUTUFem,0.581,0.767,10,-6.28,1,0.0406,0.157,0,0.278,0.832,152.011,4
0eEIBDavijQl5u7A4yBpSs,0.581,0.785,11,-9.725,0,0.0277,0.000407,0.873,0.311,0.768,134.989,4
3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,4
03j354P848KtNU2FVSwkDG,0.581,0.652,11,-5.039,0,0.0496,0.439,0,0.351,0.358,90.634,4
6aVeSCobcOjIkMFARN9B7l,0.581,0.678,1,-6.624,1,0.063,0.0512,0,0.164,0.284,142.968,4
3iqKk5wUb8RNSV9zHqq0RG,0.581,0.438,1,-6.829,1,0.0269,0.769,2.94E-05,0.116,0.331,82.005,4
7DSAEUvxU8FajXtRloy8M0,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99E-05,0.0232,0.632,118.048,4
7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.512,0,0.0301,0.0596,0,0.132,0.544,102.032,4
0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,4
5p3NP9mQblDsVJLdfNZJ3I,0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,4
5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,4
0xQ0oEwkMxLcuHEWFc7qwX,0.706,0.882,2,-3.382,1,0.0326,0.2,0,0.121,0.591,106.03,4
59XHPyb0MTMElZpkG0Wp69,0.706,0.783,2,-5.337,1,0.424,0.129,0,0.0952,0.513,130.195,4
4ka1FkKAMde6dQAFFMXKac,0.706,0.544,2,-7.275,1,0.0306,0.0273,0,0.087,0.477,115.935,4
31a04qZtEMnzRZI2nVsyOl,0.706,0.668,4,-7.995,0,0.0277,0.00386,0.412,0.366,0.684,95.003,4
0GRSF02AmBaMoD7wBiN8Pe,0.706,0.621,4,-7.793,0,0.134,0.183,0,0.684,0.524,99.961,4
3DoBTwfr8yi2LN08SBpFkN,0.706,0.559,4,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534,4
3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4
1YnChEM51BVZ5dRhbVFEMl,0.706,0.566,6,-6.441,0,0.126,0.268,1.02E-06,0.111,0.23,125.876,4
7cA3PnUQDlUyBBwpRozQeo,0.706,0.358,6,-8.331,1,0.0347,0.677,0,0.107,0.478,75.991,4
1y4eb6hmAvsqlDOl3fx9kk,0.706,0.842,7,-3.956,1,0.0417,7.73E-05,0,0.0688,0.861,132.032,4
5bK8moEKs0I2DiMOqUik6R,0.706,0.663,7,-10.274,1,0.0343,0.0522,0.845,0.102,0.479,93.004,4
5vTPxzm4h2bY9rYyVrGEU5,0.706,0.728,7,-3.602,1,0.0852,0.123,0,0.185,0.851,121.017,4
19cL3SOKpwnwoKkII7U3Wh,0.706,0.78,7,-6.267,1,0.0795,0.451,0.00141,0.115,0.451,142.029,4
4GXl8l1MfZPf2GvpyRPJBf,0.706,0.716,7,-4.263,0,0.0768,0.115,0,0.316,0.459,136.904,4
6OfOzTitafSnsaunQLuNFw,0.706,0.648,8,-6.348,1,0.324,0.505,0,0.215,0.802,77.533,4
1eetzMDPNpYSZOreBw7SSk,0.706,0.326,8,-10.45,0,0.116,0.538,8.06E-06,0.171,0.705,145.976,4
2SSFvQBwsxeazzo7z5l9gD,0.706,0.912,8,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004,4
21yRtB6B8EMounImAfHRCP,0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,4
5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4
2l8GVqxJbVOBfYNSkwn5xA,0.706,0.789,9,-6.179,1,0.0415,0.00381,0.00374,0.206,0.26,104,4
4ak7xjvBeBOcJGWFDX9w5n,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98E-05,0.465,0.657,140.081,4
575NJxNUVDqwJGdzBrlLbv,0.706,0.855,10,-5.378,1,0.221,0.0898,0,0.347,0.299,107.184,4
26bkmabhSByGuQgWUqB37J,0.706,0.59,10,-6.403,1,0.0619,0.114,0,0.128,0.462,82.973,4
59151GHN7yr5g9B3bqlGdR,0.706,0.85,11,-3.308,1,0.282,0.0532,0,0.109,0.72,82.652,4
0Jc8qF1mUPo1A96HE9QxZz,0.706,0.861,11,-6.684,1,0.154,0.0341,0,0.127,0.923,119.946,4
6Pg5cPA8yHKrCipZNbb5Bv,0.706,0.356,11,-15.179,1,0.0687,0.672,0,0.0589,0.879,116.568,4
2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4
70XP39KE8vTgxtRXcwfxJA,0.706,0.513,1,-5.567,1,0.0429,0.00508,0,0.0682,0.146,129.684,4
34XS9dsi2pnGcyJ87JNT8f,0.706,0.414,1,-11.784,0,0.0543,5.31E-05,0.683,0.099,0.192,110.009,4
5EYdTPdJD74r9EVZBztqGG,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,4
3sJx8qerYrs92oqVAa9S0Z,0.831,0.489,0,-6.475,0,0.0533,0.0483,1.33E-05,0.074,0.376,120.054,4
3WfSNAoj2D8C9noPSGZZFM,0.831,0.36,0,-8.073,1,0.052,0.136,0.00217,0.0703,0.601,75.014,4
42Tohunwlh34o0mgxYx5iq,0.831,0.532,0,-5.319,0,0.301,0.0652,0,0.464,0.364,140.105,4
2wAJTrFhCnQyNSD3oUgTZO,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,4
7pVzUPjJ83QojsVcOthmxP,0.831,0.528,2,-7.635,1,0.534,0.0894,2.58E-05,0.396,0.232,153.987,4
1tlBuoIRrtqFs9bE9dmli5,0.831,0.573,4,-6.408,0,0.221,0.188,0.000883,0.109,0.229,100.015,4
3up3fJWzT9VXVmPWuALqed,0.831,0.79,5,-1.578,0,0.039,0.0404,0,0.122,0.937,106.491,4
6bdFbw9THAMceZtkPWXu8e,0.831,0.616,5,-5.611,1,0.153,0.0947,0,0.11,0.817,128.012,4
3fT9dyFnGSiXYfNOLZi3Ew,0.831,0.783,5,-6.719,1,0.0527,0.079,1.27E-06,0.35,0.771,140.046,4
3AMnOVxEHUgVrythGgqPhI,0.831,0.814,5,-5.18,1,0.474,0.391,0,0.109,0.846,161.041,4
5NOUjBikzECEJyZMTxtErD,0.831,0.62,6,-8.397,0,0.338,0.0582,0,0.119,0.568,133.17,4
1xWH8zYtDeS9mW1JJG23VZ,0.831,0.485,10,-6.677,0,0.15,0.375,1.47E-05,0.118,0.622,80.022,4
5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4
3v1zVVdzNVNt7vmI9VG2gq,0.831,0.719,10,-6.836,1,0.235,0.514,0,0.0675,0.859,155.038,4
2rbb3lOMI71NIMbJCS1wQQ,0.831,0.834,11,-5.327,0,0.222,0.0148,0,0.303,0.381,87.027,4
07KXEDMj78x68D884wgVEm,0.831,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956,4
6vb4kCEIM7zrwuHlxFbfeB,0.831,0.362,1,-6.085,1,0.229,0.000156,0.0162,0.168,0.313,139.941,4
5iroQL70VoSFrC8ZhVnskA,0.831,0.69,1,-5.869,1,0.0831,0.19,0,0.08,0.65,107.016,4
77DRzu7ERs0TX3roZcre7Q,0.831,0.643,1,-5.002,1,0.11,0.046,0,0.084,0.142,139.948,4
0OvwzS8FX73Bw7ykMRmffU,0.831,0.79,1,-4.714,0,0.165,0.0024,0,0.0515,0.791,93.136,4
4wMc5dV6alPNFRi6udiPEY,0.831,0.67,1,-8.535,1,0.264,0.0829,0,0.669,0.292,136.966,4
2NRUU0gP1d8Yif8CpsCW8l,0.831,0.667,1,-8.438,1,0.188,0.0103,0,0.35,0.339,95.073,4
1POAx4NMLOBPVKZUSsBh92,0.831,0.665,1,-3.627,0,0.0711,0.149,0,0.0636,0.663,129.989,4
3IQgeOgdHIag6mu0mgKRgQ,0.831,0.651,1,-8.363,1,0.437,0.0125,0,0.0809,0.502,120.065,4
5Zb55VDys0H4jS8Me9I5aG,0.831,0.488,1,-7.564,1,0.0894,0.086,0,0.192,0.663,99.053,4
6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,1,-3.646,0,0.094,0.181,0,0.0572,0.69,132.109,4
7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,0.161,6.12E-05,0.152,0.396,140.026,4
4vb777iaycnlFxVkJMmtfd,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,4
25j0Sape7qZbq6ZPLFefTT,0.956,0.502,9,-5.995,1,0.213,0.0593,0,0.238,0.795,110.003,4
1IlJZCRthVEPlksVzj3JWY,0.956,0.72,10,-2.73,0,0.173,0.00192,0,0.117,0.282,127.943,4
04KTF78FFg8sOHC1BADqbY,0.956,0.741,11,-4.753,0,0.124,0.204,0,0.0615,0.911,107.075,4
08fa9LFcFBTcilB3iq2e2A,0.175,0.267,1,-13.69,1,0.0302,0.731,0.000402,0.0858,0.106,94.203,4
09UUDUFaudMcUkocm2iqR8,0.35,0.787,2,-6.081,1,0.0327,0.00684,0.00094,0.0827,0.226,74.593,4
6BdgtqiV3oXNqBikezwdvC,0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,5
08NPIspzvBNj88lHalgA4V,0.35,0.777,10,-4.33,1,0.0336,0.0499,0.000738,0.413,0.42,185.046,4
1J4HTEFSDx9DWyJVH5uv1b,0.475,0.718,0,-5.638,1,0.034,0.0373,0,0.326,0.453,157.722,4
2fWICX9qjREvP8caDxrJMz,0.475,0.597,0,-6.299,1,0.0305,0.0114,0,0.199,0.398,142.024,4
4Ulq0gMDyMQuwKbM2ocx9x,0.475,0.942,0,-4.775,1,0.0966,0.000252,0,0.101,0.397,150.049,4
3YrVdQ19x8VDexsX7ytwJ2,0.475,0.605,2,-5.096,1,0.215,0.0833,0,0.267,0.291,137.074,4
7qW9TkSOoSWI63EqzMzksJ,0.475,0.583,2,-6.8,1,0.0311,0.159,0,0.0849,0.46,163.737,3
7uSxfwJFwtZwP7NTHxto2B,0.475,0.569,4,-7.073,0,0.0343,0.037,0.00129,0.232,0.0395,108.007,4
2uIX8YMNjGMD7441kqyyNU,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,4
2yWtLaPCOUDyi7f1lOXCn5,0.475,0.936,5,-2.545,1,0.0413,0.0418,0,0.0873,0.598,151.988,4
6IwjYtPMOebrz61UEayrrS,0.475,0.896,6,-4.749,1,0.035,0.00318,0,0.29,0.868,169.999,4
0HZUp8fm9fh1Mitqx4CIOr,0.475,0.857,7,-5.733,1,0.0433,0.113,0,0.134,0.545,170.007,4
0lYBSQXN6rCTvUZvg9S0lU,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,4
7aqfrAY2p9BUSiupwk3svU,0.475,0.655,11,-7.342,0,0.33,0.0306,0,0.375,0.245,163.997,4
1ia019RqDK2o4QiANR1Dyn,0.475,0.882,11,-3.883,1,0.351,0.406,0,0.241,0.369,98.001,4
6ufrOaf4v6Qady6GiIpQ0s,0.475,0.752,11,-6.596,0,0.0467,0.00703,0,0.406,0.515,154.957,4
6BOP0cv1eeXcvi1oE8bDVZ,0.475,0.789,1,-6.124,1,0.038,0.17,0,0.147,0.485,155.227,4
64Flzdebissfcq2f0QQq0t,0.575,0.572,0,-5.851,1,0.031,0.0328,0.00126,0.364,0.226,84.989,4
45ttRl8uNtJkop7r9dmP4e,0.575,0.619,0,-6.663,1,0.322,0.0208,0,0.103,0.296,110.109,5
7zQ5nqAKKfk0gtBgV70gyq,0.575,0.591,2,-5.916,0,0.028,0.0173,0,0.173,0.332,107.967,4
67citk3uzWs5qbaIVKTeg8,0.575,0.844,3,-1.772,0,0.0633,0.226,0,0.0538,0.542,87.007,4
7MN8RYSofZsFROBlEOAzXq,0.575,0.543,3,-5.062,1,0.0529,0.102,0,0.176,0.283,159.905,4
5LrN7yUQAzvthd4QujgPFr,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59E-05,0.124,0.263,132.039,4
059qzhNaJb8tsqpdl2bHfF,0.575,0.828,4,-6.599,0,0.154,0.724,0.00792,0.189,0.133,113.811,4
2cZGFVhPogaxV2eYm1V7KS,0.575,0.496,4,-10.068,1,0.026,0.347,0,0.124,0.414,89.958,4
6sQckd3Z8NPxVVKUnavY1F,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59E-05,0.105,0.348,145.916,4
6F7UOC6fPWOkPqybOWBHSv,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07,4
11kskoMyNDumaR30CI6rRv,0.575,0.842,7,-5.058,1,0.0348,0.00683,0,0.279,0.665,111.995,4
11nmHJICkQ9emiYJJINygH,0.575,0.931,8,-4.995,0,0.0356,0.198,1.72E-05,0.39,0.924,146.029,4
1TX6nArGLabDDabyBKccOJ,0.575,0.396,8,-13.647,0,0.0232,0.00917,0.909,0.677,0.434,94.026,4
1Y1jtaZOJYgXBl7lKdLc9o,0.575,0.86,9,-3.165,0,0.23,0.298,0,0.0973,0.834,76.54,1
35o9a4iAfLl5jRmqMX9c1D,0.575,0.786,9,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102,4
1IUtgwxLYzDVd41EgbKUjX,0.575,0.911,9,-5.318,0,0.0639,0.306,0,0.434,0.407,150.002,4
2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4
4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,4
0H04yVa3DJxoXbLBpAb7iV,0.575,0.845,10,-3.838,1,0.035,0.0282,0,0.0814,0.376,127.997,4
4jAIqgrPjKLTY9Gbez25Qb,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4
1LnATvtXXioQNPeKTT4x9T,0.575,0.686,1,-6.008,1,0.319,0.296,0,0.617,0.926,172.165,4
3wxgj5N8ZKoZWHDw6FJUf2,0.575,0.355,1,-8.388,1,0.033,0.444,4.55E-05,0.13,0.298,137.228,4
4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,4
57qiTKh8bVX0VtfUNTQqhw,0.575,0.634,1,-8.1,1,0.0681,0.0646,0,0.0878,0.191,109.833,4
0eu4C55hL6x29mmeAjytzC,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,4
5s7m2xNZWgz5FqVSIvJcGA,0.7,0.896,2,-2.276,1,0.191,0.108,0,0.453,0.817,102.065,4
2Bc4XnUlkgPvwvfwsCbgcD,0.7,0.618,4,-5.903,0,0.106,0.361,0,0.101,0.566,83.966,4
2OqYarizUUGzSSNHPrDEii,0.7,0.518,4,-7.191,0,0.177,0.0471,0,0.1,0.542,75.973,4
3fzOl3tXMD7Jp6srNsTwvz,0.7,0.395,4,-5.983,0,0.0823,0.329,0,0.0833,0.17,97.771,4
4MXhiYIRDMGAuvZc5IFTwC,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81E-05,0.111,0.286,151.901,4
2H8jWuNmluerTEsuh8Gu6y,0.7,0.572,4,-6.459,1,0.0515,0.453,0,0.0871,0.686,109.985,4
1GV98LUEVk1U3LWAkX2Apw,0.7,0.607,5,-6.804,1,0.0359,0.197,0.00173,0.272,0.774,126.045,4
2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4
20b3dq6USwlvmvjQOf9bpA,0.7,0.67,6,-8.375,1,0.229,0.427,3.13E-06,0.367,0.611,117.255,4
54Ev13Dca9qrYZDNLFUYpb,0.7,0.63,6,-3.344,1,0.0444,0.195,0,0.034,0.399,131.95,4
7cKKQIQt7no6VkHmcSwguE,0.7,0.796,6,-10.411,0,0.0311,0.0544,0.00593,0.424,0.669,88.102,4
4eSqBmQfO7jMiaYLvx05Un,0.7,0.61,6,-8.693,1,0.0911,0.1,0.0468,0.196,0.187,128.068,4
7BRD7x5pt8Lqa1eGYC4dzj,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4
7dnTjdg0bKdEeY79ARjsKJ,0.7,0.61,7,-10.99,1,0.0387,0.000135,0.8,0.0421,0.855,113.004,4
5rX6C5QVvvZB7XckETNych,0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.887,102.997,4
1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,4
1foCxQtxBweJtZmdxhEHVO,0.7,0.139,8,-12.346,1,0.0607,0.902,0,0.185,0.49,84.485,4
6L4XGeAdRRC32vVJpp8MdM,0.7,0.738,9,-4.47,1,0.0313,0.0616,0,0.101,0.433,155.985,4
0m1DJ5Jkv3kdnGrcZsJFmC,0.7,0.807,9,-5.711,0,0.029,0.000576,0.00488,0.0996,0.963,112.15,4
4lyjlRP5xoJKsMqwiz7558,0.7,0.632,10,-7.911,0,0.259,0.108,1.11E-06,0.0911,0.772,77.918,4
0WbMK4wrZ1wFSty9F7FCgu,0.7,0.582,11,-5.96,0,0.0356,0.0502,0,0.0881,0.785,116.712,4
2RqtfcLB7iOZj0zYB8Auhu,0.7,0.701,11,-3.834,0,0.16,0.013,0,0.461,0.38,93.003,4
5qbhVL3vB7HwWvb0042B7y,0.7,0.812,1,-8.128,0,0.297,0.183,0,0.0756,0.801,97.405,4
3B7i9OKRRmIsSBHEbJz58Y,0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.105,0.189,136.518,4
6TQi1WGLxAyy1itA3CqSlD,0.7,0.547,1,-7.907,1,0.156,0.0532,0,0.068,0.67,157.137,3
7s0YfJE6hNNYq9BV26iCw6,0.7,0.775,1,-3.94,1,0.081,0.00735,0,0.082,0.751,134.935,4
3nS9a01VvXHQriLqJYwRqG,0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,4
4A8cWXxKfIL3lAyUDzXbCF,0.825,0.414,2,-6.634,1,0.144,0.00265,0,0.357,0.106,72.993,4
6Kj17Afjo1OKJYpf5VzCeo,0.825,0.373,5,-5.532,0,0.108,0.163,0,0.368,0.12,77.271,4
2TT3V379NnIIjPZyGuiUQy,0.825,0.55,7,-5.225,0,0.269,0.0999,0,0.0472,0.799,73.51,4
2wdgjxZPgtrPd8OUqMSuYh,0.825,0.444,10,-5.843,1,0.143,0.0103,5.33E-06,0.13,0.0402,139.997,4
6RzpuVp06z70xIGG9etyUs,0.825,0.876,10,-6.556,0,0.211,0.00928,1.20E-05,0.205,0.48,120.066,4
3daNnU7UtkEDC2vzBmsNeN,0.825,0.65,11,-6.315,0,0.0982,0.127,0.00802,0.168,0.737,125.003,4
2JJ5h2I1S0UR4tyD0U1I7K,0.825,0.489,11,-9.32,1,0.263,0.0215,0,0.111,0.438,96.99,4
0zO8ctW0UiuOefR87OeJOZ,0.825,0.573,11,-4.872,1,0.0638,0.0255,9.19E-06,0.205,0.66,153.956,4
12d5QFwzh60IIHlsSnAvps,0.825,0.756,11,-3.687,0,0.383,0.265,2.15E-06,0.0762,0.888,172.938,4
3zrks1xFx1ATYzEx5mX3Q8,0.825,0.7,11,-5.099,0,0.243,0.0379,0,0.139,0.317,132.994,4
7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
4D7NrSeqkTarBrJ80b2sBc,0.95,0.654,0,-5.895,0,0.307,0.0744,0,0.138,0.886,132.936,4
4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77E-05,0.309,0.912,133.01,4
2tddDONgqas4K7avpgJgjY,0.95,0.504,4,-7.367,1,0.113,0.000745,5.32E-06,0.32,0.712,110.028,4
2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,4
3m2aDCqn8eT5ElXDUiboGU,0.95,0.489,8,-8.411,1,0.462,0.105,0,0.411,0.919,130.021,4
2GUqTtPFCo1KG56OfGQyUv,0.95,0.624,8,-5.725,0,0.168,0.00126,1.23E-06,0.0715,0.859,135.984,4
7cyCKchU5G6x2kHzMkhnED,0.95,0.432,9,-5.457,1,0.109,0.0249,1.43E-05,0.155,0.769,109.99,4
5zNW5ARjYhJQJz1AChP33n,0.95,0.693,9,-3.424,1,0.0898,0.0133,0,0.173,0.891,130.02,4
